month,year,average_temp,state_id
5,1950,69.4,LA
5,1950,44.5,ME
5,1950,55.0,MD
5,1950,48.6,MA
5,1950,44.2,MI
5,1950,41.4,MN
5,1950,67.0,MS
5,1950,57.7,MO
5,1950,41.7,MT
5,1950,49.1,NE
5,1950,50.8,NV
5,1950,45.8,NH
5,1950,52.1,NJ
5,1950,56.6,NM
5,1950,46.8,NY
5,1950,62.0,NC
5,1950,40.5,ND
5,1950,52.7,OH
5,1950,63.5,OK
5,1950,45.6,OR
5,1950,50.0,PA
5,1950,48.7,RI
5,1950,66.2,SC
5,1950,44.4,SD
5,1950,61.4,TN
5,1950,68.9,TX
5,1950,49.0,UT
5,1950,45.0,VT
5,1950,57.6,VA
5,1950,45.8,WA
5,1950,54.7,WV
5,1950,43.9,WI
5,1950,40.2,WY
6,1950,75.6,AL
6,1950,68.5,AZ
6,1950,73.0,AR
6,1950,64.0,CA
6,1950,55.4,CO
6,1950,60.1,CT
6,1950,65.0,DE
6,1950,78.8,FL
6,1950,75.9,GA
6,1950,50.6,ID
6,1950,66.8,IL
6,1950,65.9,IN
6,1950,63.4,IA
6,1950,68.9,KS
6,1950,68.8,KY
6,1950,77.3,LA
6,1950,56.1,ME
6,1950,65.6,MD
6,1950,59.6,MA
6,1950,58.2,MI
6,1950,57.1,MN
6,1950,76.0,MS
6,1950,68.6,MO
6,1950,51.2,MT
6,1950,61.7,NE
6,1950,58.1,NV
6,1950,57.8,NH
6,1950,62.7,NJ
6,1950,64.9,NM
6,1950,58.8,NY
6,1950,70.9,NC
6,1950,55.5,ND
6,1950,64.3,OH
6,1950,72.8,OK
6,1950,52.8,OR
6,1950,61.2,PA
6,1950,59.0,RI
6,1950,75.4,SC
6,1950,58.6,SD
6,1950,71.2,TN
6,1950,76.3,TX
6,1950,57.1,UT
6,1950,57.5,VT
6,1950,67.1,VA
6,1950,53.4,WA
6,1950,64.8,WV
6,1950,58.4,WI
6,1950,49.6,WY
7,1950,77.6,AL
7,1950,75.6,AZ
7,1950,76.6,AR
7,1950,71.4,CA
7,1950,62.8,CO
7,1950,67.3,CT
7,1950,72.0,DE
7,1950,80.4,FL
7,1950,78.2,GA
7,1950,59.5,ID
7,1950,71.1,IL
7,1950,70.2,IN
7,1950,68.4,IA
7,1950,73.7,KS
7,1950,72.0,KY
7,1950,79.6,LA
7,1950,62.5,ME
7,1950,71.6,MD
7,1950,67.0,MA
7,1950,64.1,MI
7,1950,64.7,MN
7,1950,78.3,MS
7,1950,72.1,MO
7,1950,59.2,MT
7,1950,68.6,NE
7,1950,67.4,NV
7,1950,64.6,NH
7,1950,69.8,NJ
7,1950,70.4,NM
7,1950,64.8,NY
7,1950,74.6,NC
7,1950,64.0,ND
7,1950,68.8,OH
7,1950,76.7,OK
7,1950,60.8,OR
7,1950,66.4,PA
7,1950,67.2,RI
7,1950,78.2,SC
7,1950,66.6,SD
7,1950,73.8,TN
7,1950,79.8,TX
7,1950,66.0,UT
7,1950,63.7,VT
7,1950,71.7,VA
7,1950,60.8,WA
7,1950,68.6,WV
7,1950,64.6,WI
7,1950,58.5,WY
8,1950,77.3,AL
8,1950,77.4,AZ
8,1950,76.2,AR
8,1950,75.1,CA
8,1950,63.4,CO
8,1950,68.6,CT
8,1950,73.2,DE
8,1950,80.2,FL
8,1950,77.6,GA
8,1950,63.4,ID
8,1950,70.6,IL
8,1950,70.5,IN
8,1950,67.9,IA
8,1950,72.2,KS
8,1950,71.9,KY
8,1950,80.3,LA
8,1950,63.5,ME
8,1950,72.6,MD
8,1950,68.0,MA
8,1950,63.8,MI
8,1950,64.2,MN
8,1950,78.2,MS
8,1950,71.2,MO
8,1950,62.0,MT
8,1950,68.6,NE
8,1950,71.0,NV
8,1950,65.2,NH
8,1950,71.1,NJ
8,1950,70.2,NM
8,1950,66.1,NY
8,1950,74.7,NC
8,1950,64.7,ND
8,1950,69.4,OH
8,1950,76.1,OK
8,1950,65.1,OR
8,1950,67.6,PA
8,1950,68.9,RI
8,1950,77.6,SC
8,1950,67.3,SD
8,1950,73.1,TN
8,1950,80.4,TX
8,1950,68.8,UT
8,1950,63.9,VT
8,1950,72.2,VA
8,1950,64.2,WA
8,1950,69.2,WV
8,1950,63.6,WI
8,1950,61.0,WY
9,1950,74.6,AL
9,1950,73.2,AZ
9,1950,72.6,AR
9,1950,71.0,CA
9,1950,59.2,CO
9,1950,63.0,CT
9,1950,68.4,DE
9,1950,79.4,FL
9,1950,74.9,GA
9,1950,59.0,ID
9,1950,66.8,IL
9,1950,66.7,IN
9,1950,64.4,IA
9,1950,68.6,KS
9,1950,68.6,KY
9,1950,78.3,LA
9,1950,56.6,ME
9,1950,68.0,MD
9,1950,62.1,MA
9,1950,59.8,MI
9,1950,60.2,MN
9,1950,75.4,MS
9,1950,67.9,MO
9,1950,57.1,MT
9,1950,64.5,NE
9,1950,65.6,NV
9,1950,58.6,NH
9,1950,65.9,NJ
9,1950,66.2,NM
9,1950,60.8,NY
9,1950,71.4,NC
9,1950,60.3,ND
9,1950,65.6,OH
9,1950,72.9,OK
9,1950,61.5,OR
9,1950,63.2,PA
9,1950,63.4,RI
9,1950,74.4,SC
9,1950,63.1,SD
9,1950,69.8,TN
9,1950,77.6,TX
9,1950,64.0,UT
9,1950,57.6,VT
9,1950,68.4,VA
9,1950,61.4,WA
9,1950,65.8,WV
9,1950,59.6,WI
9,1950,56.3,WY
10,1950,69.1,AL
10,1950,68.1,AZ
10,1950,67.8,AR
10,1950,64.6,CA
10,1950,54.1,CO
10,1950,55.8,CT
10,1950,61.3,DE
10,1950,76.0,FL
10,1950,69.4,GA
10,1950,50.8,ID
10,1950,61.9,IL
10,1950,60.8,IN
10,1950,59.2,IA
10,1950,63.6,KS
10,1950,63.5,KY
10,1950,72.7,LA
10,1950,47.8,ME
10,1950,60.7,MD
10,1950,54.6,MA
10,1950,54.0,MI
10,1950,52.9,MN
10,1950,70.0,MS
10,1950,63.8,MO
10,1950,48.9,MT
10,1950,57.8,NE
10,1950,58.0,NV
10,1950,50.6,NH
10,1950,59.0,NJ
10,1950,61.3,NM
10,1950,53.2,NY
10,1950,65.6,NC
10,1950,51.5,ND
10,1950,59.3,OH
10,1950,68.2,OK
10,1950,53.4,OR
10,1950,56.0,PA
10,1950,56.4,RI
10,1950,68.6,SC
10,1950,55.2,SD
10,1950,64.9,TN
10,1950,72.4,TX
10,1950,57.0,UT
10,1950,49.9,VT
10,1950,61.9,VA
10,1950,51.8,WA
10,1950,59.5,WV
10,1950,54.0,WI
10,1950,49.4,WY
11,1950,57.4,AL
11,1950,59.8,AZ
11,1950,56.0,AR
11,1950,57.5,CA
11,1950,43.7,CO
11,1950,48.0,CT
11,1950,52.4,DE
11,1950,67.1,FL
11,1950,58.0,GA
11,1950,40.2,ID
11,1950,47.0,IL
11,1950,46.6,IN
11,1950,43.8,IA
11,1950,50.4,KS
11,1950,50.2,KY
11,1950,62.0,LA
11,1950,41.0,ME
11,1950,51.0,MD
11,1950,47.4,MA
11,1950,40.8,MI
11,1950,35.4,MN
11,1950,58.4,MS
11,1950,50.3,MO
11,1950,35.6,MT
11,1950,44.4,NE
11,1950,49.0,NV
11,1950,43.1,NH
11,1950,50.4,NJ
11,1950,52.0,NM
11,1950,44.2,NY
11,1950,54.4,NC
11,1950,33.1,ND
11,1950,45.9,OH
11,1950,56.2,OK
11,1950,44.6,OR
11,1950,45.6,PA
11,1950,49.2,RI
11,1950,57.6,SC
11,1950,39.7,SD
11,1950,52.0,TN
11,1950,62.1,TX
11,1950,46.6,UT
11,1950,42.4,VT
11,1950,51.0,VA
11,1950,40.8,WA
11,1950,47.3,WV
11,1950,38.8,WI
11,1950,38.2,WY
12,1950,44.9,AL
12,1950,50.0,AZ
12,1950,41.9,AR
12,1950,50.9,CA
12,1950,32.8,CO
12,1950,36.2,CT
12,1950,39.9,DE
12,1950,57.5,FL
12,1950,45.8,GA
12,1950,31.8,ID
12,1950,28.0,IL
12,1950,29.2,IN
12,1950,24.1,IA
12,1950,36.0,KS
12,1950,34.9,KY
12,1950,51.4,LA
12,1950,30.3,ME
12,1950,38.3,MD
12,1950,36.2,MA
12,1950,25.2,MI
12,1950,14.8,MN
12,1950,46.0,MS
12,1950,33.7,MO
12,1950,25.4,MT
12,1950,30.6,NE
12,1950,40.8,NV
12,1950,31.6,NH
12,1950,37.7,NJ
12,1950,41.4,NM
12,1950,30.4,NY
12,1950,41.4,NC
12,1950,14.6,ND
12,1950,29.9,OH
12,1950,42.0,OK
12,1950,39.4,OR
12,1950,31.5,PA
12,1950,38.6,RI
12,1950,45.0,SC
12,1950,23.8,SD
12,1950,37.6,TN
12,1950,50.8,TX
12,1950,36.0,UT
12,1950,30.1,VT
12,1950,38.0,VA
12,1950,36.0,WA
12,1950,33.3,WV
12,1950,19.0,WI
12,1950,28.0,WY
1,1951,44.0,AL
1,1951,43.8,AZ
1,1951,39.2,AR
1,1951,45.2,CA
1,1951,26.8,CO
1,1951,29.7,CT
1,1951,35.0,DE
1,1951,56.0,FL
1,1951,44.5,GA
1,1951,25.4,ID
1,1951,23.9,IL
1,1951,25.8,IN
1,1951,16.4,IA
1,1951,30.6,KS
1,1951,33.2,KY
1,1951,49.4,LA
1,1951,20.5,ME
1,1951,33.8,MD
1,1951,29.1,MA
1,1951,19.2,MI
1,1951,4.8,MN
1,1951,44.6,MS
1,1951,29.9,MO
1,1951,19.0,MT
1,1951,24.6,NE
1,1951,34.8,NV
1,1951,23.2,NH
1,1951,32.0,NJ
1,1951,36.1,NM
1,1951,23.2,NY
1,1951,39.0,NC
1,1951,5.4,ND
1,1951,26.8,OH
1,1951,37.6,OK
1,1951,34.2,OR
1,1951,26.6,PA
1,1951,32.4,RI
1,1951,42.8,SC
1,1951,16.4,SD
1,1951,36.4,TN
1,1951,46.3,TX
1,1951,29.6,UT
1,1951,21.2,VT
1,1951,35.0,VA
1,1951,32.1,WA
1,1951,30.8,WV
1,1951,10.4,WI
1,1951,21.4,WY
2,1951,48.0,AL
2,1951,42.4,AZ
2,1951,42.2,AR
2,1951,43.4,CA
2,1951,26.0,CO
2,1951,30.0,CT
2,1951,36.5,DE
2,1951,57.7,FL
2,1951,48.1,GA
2,1951,24.2,ID
2,1951,27.8,IL
2,1951,29.2,IN
2,1951,19.4,IA
2,1951,32.2,KS
2,1951,36.4,KY
2,1951,51.8,LA
2,1951,18.8,ME
2,1951,35.6,MD
2,1951,29.2,MA
2,1951,19.8,MI
2,1951,8.0,MN
2,1951,48.1,MS
2,1951,32.8,MO
2,1951,16.8,MT
2,1951,25.8,NE
2,1951,33.0,NV
2,1951,22.5,NH
2,1951,33.4,NJ
2,1951,35.4,NM
2,1951,23.6,NY
2,1951,42.3,NC
2,1951,6.4,ND
2,1951,29.6,OH
2,1951,40.0,OK
2,1951,32.2,OR
2,1951,28.6,PA
2,1951,32.4,RI
2,1951,46.2,SC
2,1951,18.6,SD
2,1951,40.2,TN
2,1951,47.4,TX
2,1951,28.8,UT
2,1951,20.4,VT
2,1951,37.8,VA
2,1951,30.5,WA
2,1951,33.8,WV
2,1951,12.8,WI
2,1951,20.8,WY
3,1951,52.7,AL
3,1951,46.2,AZ
3,1951,47.2,AR
3,1951,46.3,CA
3,1951,30.2,CO
3,1951,33.6,CT
3,1951,39.3,DE
3,1951,61.1,FL
3,1951,52.2,GA
3,1951,27.8,ID
3,1951,32.8,IL
3,1951,33.5,IN
3,1951,24.4,IA
3,1951,36.8,KS
3,1951,40.3,KY
3,1951,56.4,LA
3,1951,23.6,ME
3,1951,38.8,MD
3,1951,32.8,MA
3,1951,24.8,MI
3,1951,15.1,MN
3,1951,52.9,MS
3,1951,37.2,MO
3,1951,19.4,MT
3,1951,29.6,NE
3,1951,36.1,NV
3,1951,27.0,NH
3,1951,36.6,NJ
3,1951,39.8,NM
3,1951,28.0,NY
3,1951,46.0,NC
3,1951,11.2,ND
3,1951,33.8,OH
3,1951,45.1,OK
3,1951,34.4,OR
3,1951,32.5,PA
3,1951,35.2,RI
3,1951,50.5,SC
3,1951,21.6,SD
3,1951,44.8,TN
3,1951,52.7,TX
3,1951,33.2,UT
3,1951,25.2,VT
3,1951,41.1,VA
3,1951,33.0,WA
3,1951,37.6,WV
3,1951,19.6,WI
3,1951,25.0,WY
4,1951,58.6,AL
4,1951,52.3,AZ
4,1951,54.2,AR
4,1951,51.6,CA
4,1951,36.2,CO
4,1951,42.4,CT
4,1951,47.2,DE
4,1951,65.9,FL
4,1951,58.4,GA
4,1951,35.2,ID
4,1951,42.2,IL
4,1951,42.8,IN
4,1951,34.7,IA
4,1951,44.0,KS
4,1951,48.2,KY
4,1951,61.6,LA
4,1951,34.5,ME
4,1951,47.0,MD
4,1951,41.3,MA
4,1951,35.1,MI
4,1951,27.6,MN
4,1951,59.0,MS
4,1951,45.2,MO
4,1951,28.0,MT
4,1951,36.4,NE
4,1951,43.0,NV
4,1951,36.6,NH
4,1951,45.0,NJ
4,1951,46.2,NM
4,1951,38.0,NY
4,1951,52.9,NC
4,1951,25.0,ND
4,1951,42.8,OH
4,1951,52.4,OK
4,1951,40.4,OR
4,1951,41.3,PA
4,1951,43.1,RI
4,1951,57.2,SC
4,1951,30.2,SD
4,1951,51.5,TN
4,1951,59.9,TX
4,1951,40.6,UT
4,1951,35.5,VT
4,1951,48.6,VA
4,1951,39.8,WA
4,1951,45.4,WV
4,1951,31.8,WI
4,1951,30.5,WY
5,1951,65.6,AL
5,1951,60.8,AZ
5,1951,63.2,AR
5,1951,58.2,CA
5,1951,46.6,CO
5,1951,52.8,CT
5,1951,56.9,DE
5,1951,71.0,FL
5,1951,65.6,GA
5,1951,46.0,ID
5,1951,56.0,IL
5,1951,55.6,IN
5,1951,52.4,IA
5,1951,56.8,KS
5,1951,58.6,KY
5,1951,68.6,LA
5,1951,46.5,ME
5,1951,56.8,MD
5,1951,51.8,MA
5,1951,49.0,MI
5,1951,47.8,MN
5,1951,66.5,MS
5,1951,57.6,MO
5,1951,44.2,MT
5,1951,50.8,NE
5,1951,52.0,NV
5,1951,48.0,NH
5,1951,55.3,NJ
5,1951,55.4,NM
5,1951,49.6,NY
5,1951,61.2,NC
5,1951,47.2,ND
5,1951,54.4,OH
5,1951,62.5,OK
5,1951,48.6,OR
5,1951,52.4,PA
5,1951,52.7,RI
5,1951,64.9,SC
5,1951,48.8,SD
5,1951,60.2,TN
5,1951,68.2,TX
5,1951,50.6,UT
5,1951,47.2,VT
5,1951,57.8,VA
5,1951,49.0,WA
5,1951,55.2,WV
5,1951,49.2,WI
5,1951,42.7,WY
6,1951,74.3,AL
6,1951,68.6,AZ
6,1951,72.4,AR
6,1951,64.9,CA
6,1951,54.7,CO
6,1951,61.0,CT
6,1951,66.1,DE
6,1951,77.2,FL
6,1951,74.0,GA
6,1951,51.5,ID
6,1951,66.2,IL
6,1951,66.3,IN
6,1951,62.9,IA
6,1951,65.9,KS
6,1951,68.6,KY
6,1951,77.0,LA
6,1951,55.2,ME
6,1951,66.1,MD
6,1951,59.8,MA
6,1951,59.2,MI
6,1951,58.8,MN
6,1951,75.2,MS
6,1951,67.4,MO
6,1951,51.6,MT
6,1951,60.1,NE
6,1951,59.2,NV
6,1951,56.6,NH
6,1951,64.0,NJ
6,1951,64.5,NM
6,1951,59.2,NY
6,1951,69.9,NC
6,1951,57.2,ND
6,1951,65.1,OH
6,1951,71.4,OK
6,1951,54.4,OR
6,1951,62.2,PA
6,1951,60.2,RI
6,1951,73.4,SC
6,1951,57.9,SD
6,1951,69.8,TN
6,1951,76.4,TX
6,1951,58.2,UT
6,1951,56.5,VT
6,1951,66.8,VA
6,1951,55.2,WA
6,1951,64.9,WV
6,1951,59.4,WI
6,1951,50.3,WY
7,1951,79.6,AL
7,1951,76.7,AZ
7,1951,78.2,AR
7,1951,71.6,CA
7,1951,62.4,CO
7,1951,67.6,CT
7,1951,73.0,DE
7,1951,80.6,FL
7,1951,79.1,GA
7,1951,59.6,ID
7,1951,71.4,IL
7,1951,71.4,IN
7,1951,67.9,IA
7,1951,72.4,KS
7,1951,74.4,KY
7,1951,81.5,LA
7,1951,61.9,ME
7,1951,72.9,MD
7,1951,66.6,MA
7,1951,64.4,MI
7,1951,63.8,MN
7,1951,80.2,MS
7,1951,73.1,MO
7,1951,58.9,MT
7,1951,66.6,NE
7,1951,67.9,NV
7,1951,63.3,NH
7,1951,70.6,NJ
7,1951,71.9,NM
7,1951,65.4,NY
7,1951,75.8,NC
7,1951,63.2,ND
7,1951,70.8,OH
7,1951,78.4,OK
7,1951,61.7,OR
7,1951,68.2,PA
7,1951,67.4,RI
7,1951,78.9,SC
7,1951,64.6,SD
7,1951,75.8,TN
7,1951,82.2,TX
7,1951,67.1,UT
7,1951,63.0,VT
7,1951,73.1,VA
7,1951,61.6,WA
7,1951,70.6,WV
7,1951,63.9,WI
7,1951,58.0,WY
8,1951,81.6,AL
8,1951,79.2,AZ
8,1951,81.0,AR
8,1951,73.9,CA
8,1951,66.4,CO
8,1951,69.5,CT
8,1951,74.6,DE
8,1951,81.9,FL
8,1951,80.4,GA
8,1951,64.0,ID
8,1951,72.9,IL
8,1951,72.3,IN
8,1951,70.4,IA
8,1951,76.9,KS
8,1951,75.6,KY
8,1951,83.6,LA
8,1951,63.9,ME
8,1951,74.2,MD
8,1951,68.4,MA
8,1951,65.0,MI
8,1951,65.2,MN
8,1951,82.7,MS
8,1951,75.8,MO
8,1951,63.4,MT
8,1951,70.9,NE
8,1951,70.8,NV
8,1951,64.8,NH
8,1951,72.4,NJ
8,1951,73.9,NM
8,1951,66.4,NY
8,1951,77.0,NC
8,1951,65.8,ND
8,1951,71.3,OH
8,1951,82.9,OK
8,1951,64.4,OR
8,1951,69.0,PA
8,1951,69.8,RI
8,1951,80.2,SC
8,1951,68.8,SD
8,1951,77.6,TN
8,1951,84.8,TX
8,1951,70.5,UT
8,1951,64.0,VT
8,1951,74.2,VA
8,1951,63.8,WA
8,1951,71.0,WV
8,1951,65.1,WI
8,1951,63.1,WY
9,1951,79.0,AL
9,1951,74.9,AZ
9,1951,76.6,AR
9,1951,71.9,CA
9,1951,60.7,CO
9,1951,64.6,CT
9,1951,70.2,DE
9,1951,81.5,FL
9,1951,78.2,GA
9,1951,58.6,ID
9,1951,67.4,IL
9,1951,67.1,IN
9,1951,64.0,IA
9,1951,70.9,KS
9,1951,70.9,KY
9,1951,81.2,LA
9,1951,59.2,ME
9,1951,70.0,MD
9,1951,63.8,MA
9,1951,59.6,MI
9,1951,58.1,MN
9,1951,79.9,MS
9,1951,70.0,MO
9,1951,55.8,MT
9,1951,64.4,NE
9,1951,66.4,NV
9,1951,59.9,NH
9,1951,68.0,NJ
9,1951,69.0,NM
9,1951,61.6,NY
9,1951,73.5,NC
9,1951,58.0,ND
9,1951,66.4,OH
9,1951,78.2,OK
9,1951,61.2,OR
9,1951,64.4,PA
9,1951,65.6,RI
9,1951,77.2,SC
9,1951,61.4,SD
9,1951,73.7,TN
9,1951,81.0,TX
9,1951,64.9,UT
9,1951,59.2,VT
9,1951,70.2,VA
9,1951,60.4,WA
9,1951,66.8,WV
9,1951,58.8,WI
9,1951,56.4,WY
10,1951,70.8,AL
10,1951,67.0,AZ
10,1951,67.2,AR
10,1951,64.6,CA
10,1951,50.7,CO
10,1951,56.8,CT
10,1951,62.9,DE
10,1951,77.2,FL
10,1951,71.0,GA
10,1951,48.3,ID
10,1951,59.4,IL
10,1951,59.5,IN
10,1951,54.6,IA
10,1951,59.6,KS
10,1951,62.6,KY
10,1951,73.4,LA
10,1951,50.6,ME
10,1951,62.8,MD
10,1951,56.0,MA
10,1951,52.3,MI
10,1951,48.2,MN
10,1951,71.1,MS
10,1951,61.0,MO
10,1951,44.8,MT
10,1951,53.4,NE
10,1951,56.2,NV
10,1951,52.0,NH
10,1951,60.4,NJ
10,1951,60.4,NM
10,1951,54.2,NY
10,1951,66.4,NC
10,1951,46.8,ND
10,1951,59.0,OH
10,1951,67.0,OK
10,1951,52.6,OR
10,1951,57.0,PA
10,1951,57.8,RI
10,1951,70.0,SC
10,1951,50.0,SD
10,1951,64.9,TN
10,1951,72.6,TX
10,1951,54.5,UT
10,1951,51.6,VT
10,1951,63.0,VA
10,1951,52.0,WA
10,1951,59.7,WV
10,1951,50.4,WI
10,1951,45.6,WY
11,1951,57.3,AL
11,1951,54.3,AZ
11,1951,53.3,AR
11,1951,53.8,CA
11,1951,37.6,CO
11,1951,44.8,CT
11,1951,50.6,DE
11,1951,67.8,FL
11,1951,58.4,GA
11,1951,35.8,ID
11,1951,44.8,IL
11,1951,45.0,IN
11,1951,39.9,IA
11,1951,46.0,KS
11,1951,48.6,KY
11,1951,61.4,LA
11,1951,37.8,ME
11,1951,49.6,MD
11,1951,44.0,MA
11,1951,37.8,MI
11,1951,32.3,MN
11,1951,57.6,MS
11,1951,47.1,MO
11,1951,33.6,MT
11,1951,40.7,NE
11,1951,43.2,NV
11,1951,39.0,NH
11,1951,48.0,NJ
11,1951,47.6,NM
11,1951,40.7,NY
11,1951,54.0,NC
11,1951,30.9,ND
11,1951,45.0,OH
11,1951,52.3,OK
11,1951,41.6,OR
11,1951,43.4,PA
11,1951,46.4,RI
11,1951,57.6,SC
11,1951,36.6,SD
11,1951,50.9,TN
11,1951,60.0,TX
11,1951,40.2,UT
11,1951,37.9,VT
11,1951,50.0,VA
11,1951,40.9,WA
11,1951,46.2,WV
11,1951,34.8,WI
11,1951,33.5,WY
12,1951,49.3,AL
12,1951,43.7,AZ
12,1951,43.7,AR
12,1951,45.0,CA
12,1951,26.8,CO
12,1951,34.2,CT
12,1951,40.6,DE
12,1951,62.2,FL
12,1951,50.2,GA
12,1951,24.9,ID
12,1951,30.8,IL
12,1951,31.7,IN
12,1951,23.9,IA
12,1951,33.6,KS
12,1951,38.6,KY
12,1951,54.4,LA
12,1951,24.1,ME
12,1951,39.0,MD
12,1951,33.1,MA
12,1951,24.6,MI
12,1951,15.0,MN
12,1951,50.0,MS
12,1951,34.2,MO
12,1951,20.0,MT
12,1951,26.3,NE
12,1951,32.4,NV
12,1951,26.4,NH
12,1951,37.6,NJ
12,1951,37.3,NM
12,1951,28.6,NY
12,1951,44.5,NC
12,1951,12.6,ND
12,1951,32.4,OH
12,1951,41.4,OK
12,1951,32.8,OR
12,1951,31.8,PA
12,1951,36.6,RI
12,1951,48.8,SC
12,1951,19.6,SD
12,1951,41.7,TN
12,1951,50.6,TX
12,1951,28.1,UT
12,1951,25.0,VT
12,1951,39.8,VA
12,1951,31.0,WA
12,1951,35.6,WV
12,1951,19.6,WI
12,1951,21.8,WY
1,1952,51.2,AL
1,1952,40.1,AZ
1,1952,45.0,AR
1,1952,39.8,CA
1,1952,24.2,CO
1,1952,30.2,CT
1,1952,38.3,DE
1,1952,62.0,FL
